MIN=0	0	0	-0.1	0	0	
MAX=15	30	10	13	30	5	
SCALE=5	10	5	5	10	1	
DEC=1	2	2	2	2	2	
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Collector Current" I_A / nA	"Acceleration Voltage" U_2 / V	"Frequency" f / Hz	
0.4	0.105	-0.04	-0.04	1.05	NAN	
0.5	0.12	-0.01	-0.01	1.2	NAN	
0.6	0.15	0.04	0.04	1.5	NAN	
0.7	0.195	0.435	0.435	1.95	NAN	
0.8	0.3	0.31	0.31	3	NAN	
0.9	0.255	0.04	0.04	2.55	NAN	
1	0.255	0.015	0.015	2.55	NAN	
1.1	0.285	0.06	0.06	2.85	NAN	
1.2	0.315	0.045	0.045	3.15	NAN	
1.3	0.33	0.14	0.14	3.3	NAN	
1.4	0.36	0.16	0.16	3.6	NAN	
1.5	0.39	0.245	0.245	3.9	NAN	
1.6	0.42	0.4	0.4	4.2	NAN	
1.7	0.45	0.525	0.525	4.5	NAN	
1.8	0.465	0.865	0.865	4.65	NAN	
1.9	0.495	1.17	1.17	4.95	NAN	
2	0.51	1.485	1.485	5.1	NAN	
2.1	0.54	1.665	1.665	5.4	NAN	
2.2	0.57	1.59	1.59	5.7	NAN	
2.3	0.6	1.265	1.265	6	NAN	
2.4	0.63	0.875	0.875	6.3	NAN	
2.5	0.645	0.615	0.615	6.45	NAN	
2.6	0.675	0.365	0.365	6.75	NAN	
2.7	0.705	0.23	0.23	7.05	NAN	
2.8	0.735	0.105	0.105	7.35	NAN	
2.9	0.765	0.185	0.185	7.65	NAN	
3	0.795	0.18	0.18	7.95	NAN	
3.1	0.81	0.315	0.315	8.1	NAN	
3.2	0.825	0.51	0.51	8.25	NAN	
3.3	0.855	0.875	0.875	8.55	NAN	
3.4	0.885	1.155	1.155	8.85	NAN	
3.5	0.915	1.59	1.59	9.15	NAN	
3.6	0.945	2.12	2.12	9.45	NAN	
3.7	0.96	2.785	2.785	9.6	NAN	
3.8	0.99	3.35	3.35	9.9	NAN	
3.9	1.02	3.86	3.86	10.2	NAN	
4	1.05	3.855	3.855	10.5	NAN	
4.1	1.08	3.245	3.245	10.8	NAN	
4.2	1.095	2.3	2.3	10.95	NAN	
4.3	1.125	1.54	1.54	11.25	NAN	
4.4	1.14	0.93	0.93	11.4	NAN	
4.5	1.17	0.495	0.495	11.7	NAN	
4.6	1.2	0.285	0.285	12	NAN	
4.7	1.23	0.22	0.22	12.3	NAN	
4.8	1.245	0.37	0.37	12.45	NAN	
4.9	1.275	0.535	0.535	12.75	NAN	
5	1.305	0.745	0.745	13.05	NAN	
5.1	1.335	1.105	1.105	13.35	NAN	
5.2	1.365	1.665	1.665	13.65	NAN	
5.3	1.38	2.205	2.205	13.8	NAN	
5.4	1.41	2.99	2.99	14.1	NAN	
5.5	1.44	3.75	3.75	14.4	NAN	
5.6	1.47	4.72	4.72	14.7	NAN	
5.7	1.485	5.355	5.355	14.85	NAN	
5.8	1.5	6.14	6.14	15	NAN	
5.9	1.53	6.005	6.005	15.3	NAN	
6	1.56	5.1	5.1	15.6	NAN	
6.1	1.59	3.86	3.86	15.9	NAN	
6.2	1.62	2.655	2.655	16.2	NAN	
6.3	1.635	1.665	1.665	16.35	NAN	
6.4	1.665	1	1	16.65	NAN	
6.5	1.695	0.635	0.635	16.95	NAN	
6.6	1.725	0.52	0.52	17.25	NAN	
6.7	1.755	0.555	0.555	17.55	NAN	
6.8	1.77	0.835	0.835	17.7	NAN	
6.9	1.8	1.115	1.115	18	NAN	
7	1.83	1.425	1.425	18.3	NAN	
7.1	1.845	2.255	2.255	18.45	NAN	
7.2	1.875	3.13	3.13	18.75	NAN	
7.3	1.89	4.09	4.09	18.9	NAN	
7.4	1.92	5.175	5.175	19.2	NAN	
7.5	1.95	6.31	6.31	19.5	NAN	
7.6	1.98	7.47	7.47	19.8	NAN	
7.7	2.01	8.2	8.2	20.1	NAN	
7.8	2.025	8.22	8.22	20.25	NAN	
7.9	2.055	7.55	7.55	20.55	NAN	
8	2.085	6.24	6.24	20.85	NAN	
8.1	2.115	4.81	4.81	21.15	NAN	
8.2	2.13	3.49	3.49	21.3	NAN	
8.3	2.145	2.43	2.43	21.45	NAN	
8.4	2.175	1.61	1.61	21.75	NAN	
8.5	2.205	1.235	1.235	22.05	NAN	
8.6	2.235	1.105	1.105	22.35	NAN	
8.7	2.265	1.215	1.215	22.65	NAN	
8.8	2.28	1.6	1.6	22.8	NAN	
8.9	2.31	2.055	2.055	23.1	NAN	
9	2.34	2.82	2.82	23.4	NAN	
9.1	2.37	3.66	3.66	23.7	NAN	
9.2	2.4	4.81	4.81	24	NAN	
9.3	2.415	6.075	6.075	24.15	NAN	
9.4	2.445	7.405	7.405	24.45	NAN	
9.5	2.475	8.76	8.76	24.75	NAN	
9.6	2.49	9.845	9.845	24.9	NAN	
9.7	2.52	10.24	10.24	25.2	NAN	
9.8	2.535	10.015	10.015	25.35	NAN	
9.9	2.565	9.185	9.185	25.65	NAN	
10	2.595	7.76	7.76	25.95	NAN	
10.1	2.625	6.22	6.22	26.25	NAN	
10.2	2.655	4.84	4.84	26.55	NAN	
10.3	2.67	3.805	3.805	26.7	NAN	
10.4	2.7	2.905	2.905	27	NAN	
10.5	2.73	2.43	2.43	27.3	NAN	
10.6	2.76	2.255	2.255	27.6	NAN	
10.7	2.79	2.35	2.35	27.9	NAN	
10.8	2.805	2.68	2.68	28.05	NAN	
10.9	2.82	3.34	3.34	28.2	NAN	
11	2.85	4.02	4.02	28.5	NAN	
11.1	2.88	5.215	5.215	28.8	NAN	
11.2	2.91	6.55	6.55	29.1	NAN	
11.3	2.925	8.04	8.04	29.25	NAN	
11.4	2.955	9.58	9.58	29.55	NAN	
11.5	2.985	10.245	10.245	29.85	NAN	
11.6	3.015	10.245	10.245	30.15	NAN	
11.7	3.03	10.245	10.245	30.3	NAN	
11.8	3.06	10.245	10.245	30.6	NAN	
11.9	3.09	10.245	10.245	30.9	NAN	
12	3.12	9.89	9.89	31.2	NAN	
12.1	3.15	8.395	8.395	31.5	NAN	
12.2	3.15	7.275	7.275	31.5	NAN	
12.3	3.18	6.045	6.045	31.8	NAN	
12.4	3.195	6.35	6.35	31.95	NAN	
